visitid,visitDateTime,URL,duration,clientID,source,UTMCampaign,params
946915,2024-05-17 08:56:23,https://our-cool-website.com/top50,31,910,ad,quarter_spacesaving_kitchen_exhibit_20241106,"['submit', 3805]"
787280,2024-05-12 10:00:54,https://our-cool-website.com/about,93,704,ad,year_traditional_kitchens_initiative_20250105,[]
678863,2024-05-31 06:44:53,https://our-cool-website.com/reviews,12,189,internal,quarter_ecofriendly_kitchens_demo_20240514,[]
917106,2024-03-14 22:42:20,https://our-cool-website.com/discount,74,959,internal,quarter_custom_kitchen_showcase_20240503,"['submit', 6757]"
924809,2024-11-07 14:02:40,https://our-cool-website.com/wishlist,11,591,internal,quarter_custom_kitchens_experience_20240527,[]
789806,2024-09-27 11:32:39,https://our-cool-website.com/view,76,418,ad,year_traditional_kitchens_launch_20240405,"['submit', 1473]"
649340,2024-05-30 05:36:42,https://our-cool-website.com/reviews,96,633,ad,month_openconcept_kitchens_experience_20240910,"['submit', 1887]"
520442,2024-06-18 08:33:45,https://our-cool-website.com/return-policy,23,390,ad,year_luxury_kitchens_show_20241001,"['submit', 8830]"
721988,2024-11-12 03:41:50,https://our-cool-website.com/edit,87,712,direct,quarter_spacesaving_kitchen_innovation_20240825,"['submit', 5130]"
850563,2024-12-17 17:25:58,https://our-cool-website.com/return-policy,64,372,ad,year_traditional_kitchens_demo_20240725,"['submit', 6497]"
847193,2024-06-13 23:14:15,https://our-cool-website.com/view,93,907,internal,month_smart_kitchens_showcase_20240918,"['submit', 9435]"
970971,2024-08-15 01:09:18,https://our-cool-website.com/edit,41,338,ad,month_smart_kitchen_promotion_20240305,"['submit', 5663]"
839476,2024-04-04 06:47:56,https://our-cool-website.com/view,88,462,internal,year_kitchen_design_initiative_20241030,[]
329267,2024-10-30 07:59:04,https://our-cool-website.com/settings,1,776,direct,quarter_custom_kitchen_showcase_20240503,"['submit', 3867]"
735214,2024-09-14 04:08:21,https://our-cool-website.com/discount,33,763,direct,quarter_spacesaving_kitchens_demo_20240509,"['submit', 8525]"
350767,2024-02-27 21:51:46,https://our-cool-website.com/top50,77,449,organic,year_openconcept_kitchens_demo_20240430,"['submit', 5418]"
977529,2024-03-10 19:56:12,https://our-cool-website.com/checkout,65,621,ad,quarter_custom_kitchen_initiative_20241102,"['submit', 5536]"
561247,2024-11-10 00:31:30,https://our-cool-website.com/home,61,297,ad,quarter_ecofriendly_kitchens_launch_20240205,[]
478483,2024-09-06 16:50:25,https://our-cool-website.com/home,49,382,ad,quarter_custom_kitchens_innovation_20240817,"['submit', 2108]"
874884,2024-09-17 14:04:00,https://our-cool-website.com/return-policy,19,990,internal,quarter_ecofriendly_kitchen_experience_20241111,[]
879467,2024-05-25 21:35:29,https://our-cool-website.com/wishlist,28,210,internal,year_modern_kitchens_showcase_20241014,[]
555886,2024-06-11 13:16:58,https://our-cool-website.com/reviews,38,917,organic,quarter_modern_kitchens_expo_20241122,"['submit', 2141]"
434628,2024-06-11 04:48:05,https://our-cool-website.com/settings,46,948,ad,quarter_custom_kitchens_initiative_20240815,[]
752187,2025-01-23 04:31:44,https://our-cool-website.com/checkout,15,117,internal,year_modern_kitchens_experience_20240712,"['submit', 8864]"
500216,2024-03-10 08:13:27,https://our-cool-website.com/about,24,120,direct,month_smart_kitchens_event_20240614,"['submit', 1195]"
200341,2024-02-20 16:39:37,https://our-cool-website.com/reviews,29,225,internal,year_traditional_kitchens_initiative_20250105,[]
825132,2024-10-06 01:54:24,https://our-cool-website.com/delete,46,970,direct,month_openconcept_kitchens_launch_20240611,[]
667431,2024-10-06 18:00:16,https://our-cool-website.com/add,51,258,internal,year_luxury_kitchens_innovation_20240409,"['submit', 2046]"
835466,2024-08-03 13:06:23,https://our-cool-website.com/add,80,564,organic,quarter_modern_kitchens_expo_20241122,"['submit', 3440]"
638632,2024-07-06 21:53:37,https://our-cool-website.com/contact,3,772,internal,month_smart_kitchens_event_20240614,"['submit', 1132]"
943647,2024-06-02 08:18:59,https://our-cool-website.com/delete,62,876,direct,month_smart_kitchen_promotion_20240305,[]
850762,2024-08-24 10:44:29,https://our-cool-website.com/wishlist,3,929,internal,quarter_spacesaving_kitchens_showcase_20240809,[]
613449,2024-02-16 06:17:06,https://our-cool-website.com/best-sellers,19,464,organic,year_contemporary_kitchen_experience_20240710,"['submit', 8501]"
813067,2024-03-27 23:05:44,https://our-cool-website.com/return-policy,85,612,direct,year_luxury_kitchens_fair_20240716,"['submit', 3196]"
635470,2024-09-26 07:32:11,https://our-cool-website.com/about,12,577,internal,quarter_custom_kitchen_initiative_20241102,"['submit', 7128]"
600328,2024-09-11 04:11:23,https://our-cool-website.com/checkout,47,992,internal,year_openconcept_kitchens_demo_20240430,[]
835039,2024-04-23 01:18:11,https://our-cool-website.com/best-sellers,58,384,organic,quarter_ecofriendly_kitchen_experience_20241111,"['submit', 3724]"
429423,2024-01-31 22:57:10,https://our-cool-website.com/add,27,715,direct,quarter_custom_kitchens_event_20240223,"['submit', 8722]"
673924,2024-02-22 15:37:35,https://our-cool-website.com/about,23,450,organic,quarter_custom_kitchens_event_20240223,"['submit', 5676]"
457797,2024-05-04 05:14:49,https://our-cool-website.com/contact,26,479,ad,month_custom_kitchens_experience_20240901,[]
414628,2024-08-04 05:02:30,https://our-cool-website.com/sale,35,949,internal,quarter_ecofriendly_kitchen_experience_20241119,[]
343533,2024-06-21 06:11:07,https://our-cool-website.com/about,94,989,direct,quarter_spacesaving_kitchens_showcase_20240809,"['submit', 5644]"
664669,2024-01-08 09:21:33,https://our-cool-website.com/contact,10,453,internal,month_openconcept_kitchens_launch_20240611,[]
120985,2024-09-10 04:42:42,https://our-cool-website.com/add,95,785,direct,year_contemporary_kitchen_experience_20240710,"['submit', 4547]"
112541,2024-08-05 14:00:22,https://our-cool-website.com/new-arrivals,97,168,internal,month_custom_kitchens_experience_20240901,"['submit', 4167]"
288785,2024-02-29 08:58:20,https://our-cool-website.com/edit,90,801,direct,year_traditional_kitchens_showcase_20241018,[]
639564,2024-01-10 20:07:00,https://our-cool-website.com/return-policy,45,464,organic,quarter_spacesaving_kitchen_innovation_20240825,[]
489221,2024-11-07 18:10:34,https://our-cool-website.com/reviews,79,341,ad,month_smart_kitchens_exhibit_20240625,[]
664010,2024-04-15 19:52:00,https://our-cool-website.com/settings,39,510,direct,year_traditional_kitchens_demo_20240725,[]
158755,2024-02-27 09:29:34,https://our-cool-website.com/add,100,480,internal,month_openconcept_kitchen_exhibit_20240327,"['submit', 8227]"
991157,2024-10-02 18:14:37,https://our-cool-website.com/new-arrivals,18,819,ad,month_ecofriendly_kitchens_launch_20240325,[]
677798,2024-09-20 03:49:20,https://our-cool-website.com/discount,17,799,internal,quarter_spacesaving_kitchens_experience_20240804,[]
615035,2024-11-28 11:31:37,https://our-cool-website.com/delete,41,718,ad,quarter_spacesaving_kitchen_exhibit_20241106,[]
624740,2024-09-22 22:45:20,https://our-cool-website.com/new-arrivals,51,204,internal,year_traditional_kitchens_fair_20240415,[]
672062,2024-12-02 14:10:07,https://our-cool-website.com/wishlist,20,906,direct,quarter_ecofriendly_kitchens_showcase_20240823,"['submit', 4958]"
406954,2024-07-15 06:50:29,https://our-cool-website.com/new-arrivals,97,540,organic,year_modern_kitchen_initiative_20250111,[]
383770,2024-11-21 22:08:06,https://our-cool-website.com/contact,5,971,organic,month_openconcept_kitchens_experience_20240910,[]
293605,2025-01-21 07:43:02,https://our-cool-website.com/add,23,673,internal,month_openconcept_kitchen_exhibit_20240327,"['submit', 4083]"
889064,2024-04-10 08:02:42,https://our-cool-website.com/contact,64,194,internal,month_custom_kitchens_show_20241205,[]
852470,2024-10-15 22:37:09,https://our-cool-website.com/wishlist,84,137,internal,quarter_ecofriendly_kitchens_demo_20240514,"['submit', 7544]"
245890,2024-12-21 16:53:29,https://our-cool-website.com/checkout,49,329,ad,month_ecofriendly_kitchens_experience_20241219,"['submit', 564]"
154709,2024-04-03 01:16:08,https://our-cool-website.com/delete,54,358,ad,month_ecofriendly_kitchens_launch_20240325,"['submit', 4763]"
889328,2024-04-03 23:47:35,https://our-cool-website.com/contact,69,450,internal,year_luxury_kitchens_show_20241001,"['submit', 6113]"
775006,2024-02-22 16:58:39,https://our-cool-website.com/products,60,762,ad,year_traditional_kitchens_showcase_20241018,"['submit', 2249]"
727234,2024-05-13 03:10:29,https://our-cool-website.com/discount,80,949,ad,month_contemporary_kitchens_initiative_20240928,"['submit', 2868]"
633990,2024-04-27 13:15:55,https://our-cool-website.com/checkout,71,440,organic,month_openconcept_kitchens_event_20241210,[]
146532,2024-02-03 22:09:50,https://our-cool-website.com/return-policy,58,800,organic,quarter_custom_kitchens_experience_20240527,[]
964449,2024-12-14 01:33:31,https://our-cool-website.com/return-policy,20,104,ad,month_smart_kitchens_showcase_20240918,[]
700807,2024-05-14 09:39:39,https://our-cool-website.com/contact,30,625,direct,month_smart_kitchen_show_20240318,[]
221270,2024-08-01 08:41:15,https://our-cool-website.com/home,36,652,internal,quarter_traditional_kitchens_fair_20240518,[]
348069,2024-06-27 06:23:42,https://our-cool-website.com/discount,60,555,organic,year_traditional_kitchens_launch_20241012,[]
640924,2024-03-19 19:02:56,https://our-cool-website.com/products,32,274,internal,quarter_custom_kitchens_innovation_20240817,[]
889463,2024-01-30 15:00:23,https://our-cool-website.com/view,60,433,direct,month_openconcept_kitchens_promotion_20240628,[]
402512,2024-05-09 08:11:13,https://our-cool-website.com/settings,77,676,ad,year_smart_kitchens_initiative_20241004,"['submit', 601]"
944824,2024-07-05 03:43:36,https://our-cool-website.com/wishlist,40,327,internal,month_smart_kitchens_launch_20240905,[]
418938,2024-02-17 19:41:50,https://our-cool-website.com/products,34,487,internal,year_traditional_kitchens_fair_20240415,"['submit', 8878]"
993127,2024-11-13 05:46:58,https://our-cool-website.com/settings,48,968,organic,year_traditional_kitchens_fair_20240415,[]
515402,2024-01-18 17:37:20,https://our-cool-website.com/add,87,655,internal,quarter_ecofriendly_kitchen_show_20240530,"['submit', 83]"
153570,2024-12-17 06:05:06,https://our-cool-website.com/add,42,883,internal,quarter_spacesaving_kitchens_demo_20240509,[]
950923,2024-12-07 19:51:32,https://our-cool-website.com/settings,37,484,internal,year_luxury_kitchens_demo_20240703,"['submit', 1023]"
772379,2024-06-12 22:39:15,https://our-cool-website.com/checkout,27,961,organic,month_ecofriendly_kitchens_experience_20241219,"['submit', 91]"
887854,2024-01-02 18:56:11,https://our-cool-website.com/settings,91,570,organic,month_ecofriendly_kitchens_launch_20240325,"['submit', 7890]"
945325,2024-08-01 05:14:12,https://our-cool-website.com/home,63,548,organic,year_luxury_kitchens_innovation_20240409,"['submit', 6425]"
464813,2024-01-23 09:02:17,https://our-cool-website.com/discount,14,598,direct,quarter_ecofriendly_kitchen_experience_20241119,[]
133404,2024-10-31 10:04:13,https://our-cool-website.com/checkout,48,345,direct,quarter_ecofriendly_kitchen_offer_20240512,[]
167366,2024-04-30 23:32:31,https://our-cool-website.com/featured,9,491,ad,quarter_ecofriendly_kitchens_launch_20240205,"['submit', 3464]"
789800,2024-07-29 06:40:30,https://our-cool-website.com/add,91,288,internal,quarter_spacesaving_kitchen_exhibit_20241106,[]
152181,2024-04-25 02:57:49,https://our-cool-website.com/contact,74,127,internal,month_smart_kitchens_experience_20241221,"['submit', 1230]"
342203,2024-12-05 07:58:06,https://our-cool-website.com/add,4,221,ad,quarter_custom_kitchens_experience_20240527,[]
942540,2024-08-18 03:15:02,https://our-cool-website.com/home,29,286,organic,year_traditional_kitchens_launch_20240405,"['submit', 9003]"
370299,2024-11-01 12:07:01,https://our-cool-website.com/sale,62,502,internal,year_traditional_kitchens_exhibit_20240130,"['submit', 7743]"
796812,2024-10-20 01:10:56,https://our-cool-website.com/about,56,255,ad,month_smart_kitchens_event_20240614,"['submit', 1845]"
948788,2024-01-29 15:31:07,https://our-cool-website.com/delete,2,116,internal,month_smart_kitchen_innovation_20241202,[]
202805,2024-12-25 23:59:48,https://our-cool-website.com/wishlist,62,928,direct,year_modern_kitchen_experience_20240702,[]
130991,2024-07-09 01:44:10,https://our-cool-website.com/discount,71,524,direct,month_ecofriendly_kitchens_experience_20241219,[]
122779,2024-09-13 05:47:46,https://our-cool-website.com/about,23,633,organic,month_openconcept_kitchen_exhibit_20240327,[]
673122,2024-04-18 16:54:08,https://our-cool-website.com/customer-service,99,195,organic,month_contemporary_kitchens_promotion_20241215,"['submit', 7942]"
159294,2024-10-04 12:11:13,https://our-cool-website.com/checkout,33,304,organic,year_modern_kitchens_fair_20241003,"['submit', 7626]"
115217,2024-02-12 16:55:55,https://our-cool-website.com/wishlist,12,755,internal,quarter_spacesaving_kitchens_innovation_20240212,[]
542959,2024-04-03 12:05:40,https://our-cool-website.com/edit,91,212,ad,quarter_modern_kitchens_innovation_20240812,"['submit', 8283]"
770932,2024-11-15 05:27:34,https://our-cool-website.com/delete,84,815,internal,year_traditional_kitchens_demo_20240725,"['submit', 3666]"
195526,2024-09-16 18:12:00,https://our-cool-website.com/sale,49,882,internal,year_modern_kitchen_innovation_20250107,[]
714405,2024-05-02 00:00:33,https://our-cool-website.com/home,59,993,direct,year_smart_kitchens_event_20250102,[]
230387,2024-09-26 05:44:54,https://our-cool-website.com/edit,1,252,ad,quarter_modern_kitchens_expo_20241122,[]
339686,2024-12-11 20:21:34,https://our-cool-website.com/products,67,570,organic,month_contemporary_kitchens_initiative_20240928,[]
313539,2024-02-27 06:02:40,https://our-cool-website.com/return-policy,43,176,organic,month_contemporary_kitchen_showcase_20240630,"['submit', 873]"
388026,2024-01-27 22:56:10,https://our-cool-website.com/about,89,862,direct,year_luxury_kitchens_expo_20250113,[]
688963,2024-02-28 11:06:23,https://our-cool-website.com/wishlist,41,321,direct,month_openconcept_kitchens_experience_20240910,"['submit', 6344]"
323821,2024-05-16 14:06:48,https://our-cool-website.com/top50,97,104,ad,month_custom_kitchens_show_20241205,[]
158845,2024-12-07 05:10:01,https://our-cool-website.com/settings,40,401,internal,quarter_custom_kitchen_initiative_20241102,[]
557776,2025-01-14 07:02:22,https://our-cool-website.com/contact,62,910,direct,month_smart_kitchens_showcase_20240918,[]
655086,2024-07-03 18:31:21,https://our-cool-website.com/discount,13,440,ad,quarter_spacesaving_kitchen_experience_20240521,[]
280636,2024-12-24 19:03:56,https://our-cool-website.com/home,24,257,ad,quarter_custom_kitchen_show_20240213,"['submit', 4766]"
854864,2024-05-18 11:53:31,https://our-cool-website.com/new-arrivals,92,140,organic,month_contemporary_kitchens_collection_20240914,[]
770306,2024-03-16 18:58:04,https://our-cool-website.com/checkout,80,369,direct,month_openconcept_kitchens_experience_20240910,[]
609759,2024-06-13 11:56:45,https://our-cool-website.com/home,6,891,organic,month_contemporary_kitchens_show_20240612,"['submit', 3231]"
988331,2024-12-19 13:48:13,https://our-cool-website.com/settings,7,217,direct,quarter_custom_kitchen_initiative_20241102,[]
578076,2024-12-26 02:14:13,https://our-cool-website.com/about,48,922,ad,quarter_modern_kitchens_innovation_20240812,"['submit', 7268]"
100494,2024-02-10 16:49:30,https://our-cool-website.com/reviews,99,829,internal,year_luxury_kitchens_demo_20240703,[]
642153,2024-06-21 16:39:10,https://our-cool-website.com/delete,30,253,direct,month_openconcept_kitchens_promotion_20240628,[]
859083,2024-11-21 16:03:30,https://our-cool-website.com/return-policy,45,280,organic,month_contemporary_kitchens_promotion_20241215,[]
620321,2024-11-09 19:54:58,https://our-cool-website.com/reviews,69,759,organic,quarter_ecofriendly_kitchens_demo_20240514,[]
368731,2024-09-25 09:30:04,https://our-cool-website.com/return-policy,23,160,direct,year_luxury_kitchens_event_20250120,"['submit', 7855]"
697802,2024-04-08 21:14:59,https://our-cool-website.com/featured,15,624,internal,month_spacesaving_kitchens_exhibit_20240621,[]
361614,2024-06-22 01:49:05,https://our-cool-website.com/wishlist,65,297,direct,year_modern_kitchens_showcase_20241014,[]
360816,2024-10-30 19:18:57,https://our-cool-website.com/best-sellers,18,286,direct,month_smart_kitchen_initiative_20240311,[]
816115,2024-08-06 06:13:58,https://our-cool-website.com/discount,96,514,ad,quarter_luxury_kitchens_innovation_20241116,"['submit', 1489]"
574227,2024-04-12 04:46:49,https://our-cool-website.com/best-sellers,9,827,organic,month_smart_kitchen_initiative_20240311,"['submit', 3862]"
614727,2025-01-11 05:11:51,https://our-cool-website.com/contact,65,598,internal,year_kitchen_design_initiative_20241030,"['submit', 5163]"
504309,2024-07-26 21:54:22,https://our-cool-website.com/edit,42,860,direct,quarter_custom_kitchen_initiative_20241102,"['submit', 750]"
782548,2024-01-19 17:30:04,https://our-cool-website.com/best-sellers,75,714,organic,quarter_spacesaving_kitchen_exhibit_20241106,[]
541456,2025-01-01 03:48:15,https://our-cool-website.com/add,27,561,ad,month_contemporary_kitchen_launch_20240322,"['submit', 6058]"
219227,2025-01-08 17:43:44,https://our-cool-website.com/home,85,890,organic,year_luxury_kitchens_initiative_20241029,"['submit', 8314]"
557768,2024-09-14 09:19:09,https://our-cool-website.com/sale,2,426,direct,quarter_custom_kitchen_show_20240213,[]
876660,2024-12-17 02:36:23,https://our-cool-website.com/home,83,847,direct,year_luxury_kitchens_event_20250120,"['submit', 685]"
893461,2024-05-22 23:52:00,https://our-cool-website.com/settings,16,332,organic,quarter_modern_kitchens_innovation_20240812,"['submit', 4493]"
995539,2024-04-13 18:58:52,https://our-cool-website.com/reviews,47,569,organic,year_openconcept_kitchens_demo_20240430,"['submit', 2370]"
435728,2024-11-05 00:44:11,https://our-cool-website.com/home,90,575,internal,year_modern_kitchens_experience_20240712,"['submit', 3999]"
250375,2025-01-04 20:18:36,https://our-cool-website.com/products,24,265,organic,year_traditional_kitchens_fair_20240415,[]
216975,2024-05-08 06:43:53,https://our-cool-website.com/return-policy,63,799,internal,year_luxury_kitchens_innovation_20240409,"['submit', 2833]"
383881,2024-04-02 21:36:35,https://our-cool-website.com/edit,90,634,internal,quarter_spacesaving_kitchens_showcase_20240809,[]
316233,2024-07-14 12:12:35,https://our-cool-website.com/checkout,39,201,internal,quarter_spacesaving_kitchens_demo_20240509,"['submit', 1877]"
810725,2024-01-10 08:48:15,https://our-cool-website.com/reviews,24,643,direct,month_spacesaving_kitchens_exhibit_20240621,"['submit', 950]"
752320,2024-11-19 21:36:39,https://our-cool-website.com/sale,65,914,direct,month_ecofriendly_kitchens_launch_20240325,[]
391069,2024-10-17 14:26:52,https://our-cool-website.com/products,64,513,ad,quarter_modern_kitchens_innovation_20240812,"['submit', 7407]"
134089,2024-10-22 20:57:33,https://our-cool-website.com/products,29,271,organic,year_modern_kitchen_innovation_20250107,[]
665883,2024-03-18 21:53:31,https://our-cool-website.com/top50,13,545,internal,year_modern_kitchens_experience_20240712,[]
500836,2024-08-17 04:27:42,https://our-cool-website.com/delete,49,657,ad,month_contemporary_kitchens_show_20240612,"['submit', 3160]"
438199,2024-06-14 11:40:44,https://our-cool-website.com/about,19,260,organic,quarter_custom_kitchen_initiative_20241102,"['submit', 979]"
795834,2024-03-02 20:01:53,https://our-cool-website.com/add,78,720,direct,month_smart_kitchens_experience_20241221,[]
805345,2024-07-23 18:52:14,https://our-cool-website.com/products,30,104,ad,quarter_ecofriendly_kitchen_experience_20241111,"['submit', 5327]"
585211,2024-09-30 20:06:39,https://our-cool-website.com/customer-service,10,565,ad,month_openconcept_kitchens_launch_20240611,"['submit', 6399]"
502025,2024-07-26 18:45:22,https://our-cool-website.com/discount,32,192,internal,year_traditional_kitchens_fair_20240415,"['submit', 3289]"
868682,2024-11-11 17:44:13,https://our-cool-website.com/about,5,878,internal,month_spacesaving_kitchens_exhibit_20240621,"['submit', 7450]"
554163,2024-04-07 14:40:13,https://our-cool-website.com/reviews,21,171,internal,quarter_ecofriendly_kitchens_initiative_20240828,"['submit', 4172]"
367397,2024-05-25 21:28:33,https://our-cool-website.com/checkout,31,798,internal,quarter_ecofriendly_kitchen_offer_20240512,"['submit', 6095]"
349004,2025-01-16 09:11:32,https://our-cool-website.com/settings,65,423,ad,quarter_ecofriendly_kitchen_show_20240530,[]
739526,2024-07-01 07:39:53,https://our-cool-website.com/customer-service,96,417,internal,year_luxury_kitchens_initiative_20240422,"['submit', 651]"
312482,2024-12-02 05:38:23,https://our-cool-website.com/discount,3,374,internal,quarter_spacesaving_kitchen_exhibit_20241106,"['submit', 929]"
629510,2024-03-17 18:19:35,https://our-cool-website.com/reviews,37,588,organic,year_luxury_kitchens_event_20250120,"['submit', 4825]"
808405,2024-06-16 03:17:09,https://our-cool-website.com/view,78,914,internal,month_openconcept_kitchens_launch_20240611,[]
136427,2024-09-24 19:06:53,https://our-cool-website.com/add,65,800,ad,year_modern_kitchens_fair_20241003,"['submit', 8383]"
350634,2024-07-30 19:14:05,https://our-cool-website.com/top50,63,258,organic,month_custom_kitchens_show_20241205,"['submit', 4970]"
413304,2024-01-21 11:05:08,https://our-cool-website.com/return-policy,29,985,internal,quarter_ecofriendly_kitchens_showcase_20240823,"['submit', 4174]"
714434,2024-03-10 03:36:51,https://our-cool-website.com/checkout,72,950,direct,quarter_custom_kitchens_innovation_20240817,"['submit', 8491]"
628865,2025-01-21 08:39:59,https://our-cool-website.com/wishlist,79,295,internal,month_openconcept_kitchens_showcase_20241204,[]
768611,2024-02-26 14:55:42,https://our-cool-website.com/contact,72,651,ad,month_contemporary_kitchens_exhibit_20240319,"['submit', 5276]"
136549,2024-07-01 20:52:23,https://our-cool-website.com/about,43,297,organic,year_luxury_kitchens_fair_20240716,[]
244302,2024-05-05 10:32:50,https://our-cool-website.com/edit,98,573,internal,month_contemporary_kitchens_initiative_20240928,[]
882926,2024-09-03 01:56:29,https://our-cool-website.com/reviews,7,271,direct,year_modern_kitchens_exhibit_20250117,"['submit', 1725]"
695274,2025-01-26 16:06:10,https://our-cool-website.com/top50,14,117,ad,quarter_custom_kitchens_experience_20240222,[]
648430,2024-11-26 07:30:57,https://our-cool-website.com/delete,89,543,direct,year_kitchen_design_initiative_20241030,"['submit', 4131]"
974487,2024-04-26 15:00:26,https://our-cool-website.com/settings,49,888,organic,month_smart_kitchens_exhibit_20240625,[]
789080,2024-07-10 14:19:03,https://our-cool-website.com/delete,79,157,direct,month_smart_kitchens_launch_20240905,"['submit', 5556]"
104218,2024-12-07 07:35:47,https://our-cool-website.com/reviews,81,755,organic,quarter_spacesaving_kitchens_innovation_20240212,"['submit', 559]"
948329,2024-04-26 11:05:47,https://our-cool-website.com/discount,72,182,internal,quarter_spacesaving_kitchen_innovation_20240825,[]
269891,2024-06-05 05:04:37,https://our-cool-website.com/customer-service,97,109,internal,year_kitchen_design_initiative_20241030,"['submit', 8575]"
931577,2024-01-19 01:26:18,https://our-cool-website.com/featured,42,440,organic,quarter_modern_kitchens_innovation_20240812,[]
114742,2024-11-13 03:45:28,https://our-cool-website.com/new-arrivals,27,633,direct,year_smart_kitchens_event_20250102,"['submit', 3907]"
371226,2024-06-12 05:54:43,https://our-cool-website.com/new-arrivals,76,938,direct,quarter_spacesaving_kitchen_exhibit_20241106,"['submit', 6185]"
376014,2024-10-04 05:35:53,https://our-cool-website.com/return-policy,96,363,internal,month_openconcept_kitchens_initiative_20240328,[]
741407,2024-06-12 05:09:44,https://our-cool-website.com/best-sellers,99,681,ad,year_luxury_kitchens_initiative_20241029,"['submit', 8761]"
475908,2024-01-21 20:38:02,https://our-cool-website.com/return-policy,32,320,internal,quarter_ecofriendly_kitchen_experience_20241111,[]
170737,2024-09-05 21:07:20,https://our-cool-website.com/return-policy,98,112,ad,quarter_spacesaving_kitchens_innovation_20240212,"['submit', 2920]"
554916,2024-03-15 00:46:35,https://our-cool-website.com/home,37,366,organic,year_traditional_kitchens_initiative_20250105,[]
871624,2024-11-13 04:12:40,https://our-cool-website.com/view,87,891,organic,year_luxury_kitchens_initiative_20241029,[]
416975,2024-12-30 16:04:06,https://our-cool-website.com/new-arrivals,48,419,ad,year_luxury_kitchens_innovation_20240409,[]
801221,2025-01-06 21:04:20,https://our-cool-website.com/home,60,342,organic,month_ecofriendly_kitchens_experience_20241219,"['submit', 2086]"
361391,2024-05-26 00:57:29,https://our-cool-website.com/delete,73,605,ad,month_smart_kitchen_innovation_20241202,[]
758681,2024-02-29 02:58:08,https://our-cool-website.com/sale,95,199,organic,quarter_custom_kitchens_experience_20240222,[]
475969,2024-04-24 08:03:26,https://our-cool-website.com/about,26,611,internal,month_smart_kitchens_showcase_20240918,[]
275302,2024-07-16 00:05:03,https://our-cool-website.com/edit,85,614,organic,quarter_luxury_kitchens_innovation_20241116,"['submit', 5203]"
234893,2024-12-10 07:40:56,https://our-cool-website.com/about,15,615,internal,quarter_ecofriendly_kitchen_show_20240530,"['submit', 2971]"
