date,campaign_id,costs,clicks,views
2024-01-01,76,626.86,4,463
2024-01-01,77,97.25,27,701
2024-01-01,78,984.39,68,245
2024-01-01,79,960.64,8,325
2024-01-01,80,795.93,81,187
2024-01-01,81,41.22,68,226
2024-01-01,82,865.46,82,496
2024-01-01,83,516.92,39,24
2024-01-01,84,483.67,53,904
2024-01-01,85,69.85,43,736
2024-01-01,86,16.06,70,669
2024-01-01,87,524.73,68,485
2024-01-01,88,31.95,4,675
2024-01-01,89,887.13,49,764
2024-01-01,90,804.36,8,24
2024-01-01,91,349.18,86,297
2024-01-01,92,66.49,88,106
2024-01-01,93,512.44,40,120
2024-01-01,94,857.53,11,851
2024-01-01,95,148.03,94,534
2024-01-01,96,361.68,89,809
2024-01-01,97,405.74,28,560
2024-01-01,98,152.01,16,597
2024-01-01,99,158.78,94,554
2024-01-01,100,504.88,43,484
2024-01-02,1,912.81,56,106
2024-01-02,2,990.97,87,734
2024-01-02,3,309.25,32,64
2024-01-02,4,693.1,45,622
2024-01-02,5,33.09,19,481
2024-01-02,6,550.02,89,895
2024-01-02,7,535.46,35,428
2024-01-02,8,236.97,22,672
2024-01-02,9,281.42,46,189
2024-01-02,10,637.21,16,685
2024-01-02,11,286.31,72,544
2024-01-02,12,930.43,5,65
2024-01-02,13,59.06,61,117
2024-01-02,14,697.9,45,209
2024-01-02,15,317.63,94,236
2024-01-02,16,139.31,20,625
2024-01-02,17,434.75,48,756
2024-01-02,18,652.88,22,944
2024-01-02,19,32.67,74,900
2024-01-02,20,220.96,51,187
2024-01-02,21,601.42,17,188
2024-01-02,22,49.71,54,939
2024-01-02,23,758.53,70,402
2024-01-02,24,118.93,9,693
2024-01-02,25,990.8,68,68
2024-01-02,26,294.56,45,353
2024-01-02,27,760.98,21,694
2024-01-02,28,829.16,21,67
2024-01-02,29,894.76,76,928
2024-01-02,30,770.64,44,54
2024-01-02,31,941.78,42,276
2024-01-02,32,780.52,34,370
2024-01-02,33,563.62,56,134
2024-01-02,34,544.8,72,766
2024-01-02,35,334.83,51,115
2024-01-02,36,200.02,98,150
2024-01-02,37,834.31,32,182
2024-01-02,38,136.11,49,191
2024-01-02,39,876.43,53,900
2024-01-02,40,732.04,73,577
2024-01-02,41,47.0,9,831
2024-01-02,42,553.41,60,536
2024-01-02,43,984.8,49,99
2024-01-02,44,191.26,76,373
2024-01-02,45,357.41,50,161
2024-01-02,46,580.44,35,233
2024-01-02,47,383.45,34,827
2024-01-02,48,156.81,21,876
2024-01-02,49,497.57,28,409
2024-01-02,50,15.71,40,959
2024-01-02,51,314.36,34,171
2024-01-02,52,880.18,24,169
2024-01-02,53,660.6,52,699
2024-01-02,54,293.11,92,212
2024-01-02,55,692.27,51,455
2024-01-02,56,475.71,65,802
2024-01-02,57,252.95,22,513
2024-01-02,58,515.92,85,57
2024-01-02,59,210.5,44,421
2024-01-02,60,161.0,98,128
2024-01-02,61,148.67,26,377
2024-01-02,62,805.26,42,375
2024-01-02,63,526.43,34,81
2024-01-02,64,65.33,39,904
2024-01-02,65,849.59,55,916
2024-01-02,66,204.48,63,218
2024-01-02,67,483.66,38,60
2024-01-02,68,441.45,81,67
2024-01-02,69,675.89,74,976
2024-01-02,70,100.58,77,90
2024-01-02,71,322.95,90,246
2024-01-02,72,850.35,7,893
2024-01-02,73,434.83,67,696
2024-01-02,74,978.82,10,971
2024-01-02,75,949.86,80,773
2024-01-02,76,501.01,4,429
2024-01-02,77,385.72,1,529
2024-01-02,78,914.38,29,590
2024-01-02,79,613.17,34,75
2024-01-02,80,694.33,69,235
2024-01-02,81,740.78,76,407
2024-01-02,82,461.65,85,89
2024-01-02,83,557.11,53,181
2024-01-02,84,930.02,14,853
2024-01-02,85,921.09,36,756
2024-01-02,86,654.13,83,878
2024-01-02,87,939.43,99,822
2024-01-02,88,383.78,26,271
2024-01-02,89,507.89,96,550
2024-01-02,90,545.46,41,799
2024-01-02,91,250.53,46,130
2024-01-02,92,608.8,5,742
2024-01-02,93,38.1,56,394
2024-01-02,94,183.38,14,805
2024-01-02,95,619.53,19,588
2024-01-02,96,601.93,54,303
2024-01-02,97,286.02,4,886
2024-01-02,98,740.55,87,65
2024-01-02,99,472.3,10,496
2024-01-02,100,325.33,87,287
2024-01-03,1,523.78,64,404
2024-01-03,2,308.79,20,801
2024-01-03,3,929.99,47,945
2024-01-03,4,103.78,90,178
2024-01-03,5,822.77,57,480
2024-01-03,6,262.35,22,792
2024-01-03,7,860.67,49,169
2024-01-03,8,421.84,51,52
2024-01-03,9,906.05,5,786
2024-01-03,10,448.74,78,184
2024-01-03,11,403.3,11,145
2024-01-03,12,943.78,40,13
2024-01-03,13,98.87,5,247
2024-01-03,14,63.41,53,672
2024-01-03,15,989.0,36,783
2024-01-03,16,879.08,8,382
2024-01-03,17,481.64,70,662
2024-01-03,18,276.58,5,840
2024-01-03,19,313.45,71,113
2024-01-03,20,972.64,6,360
2024-01-03,21,248.47,8,610
2024-01-03,22,751.91,79,971
2024-01-03,23,810.76,57,452
2024-01-03,24,657.25,36,908
2024-01-03,25,624.32,60,774
2024-01-03,26,83.84,2,936
2024-01-03,27,318.63,23,947
2024-01-03,28,665.1,64,80
2024-01-03,29,508.84,78,109
2024-01-03,30,948.73,27,36
2024-01-03,31,414.21,49,710
2024-01-03,32,807.61,25,889
2024-01-03,33,491.32,32,445
2024-01-03,34,882.31,14,929
2024-01-03,35,449.75,53,106
2024-01-03,36,409.99,68,321
2024-01-03,37,375.18,76,357
2024-01-03,38,894.47,95,229
2024-01-03,39,259.05,66,985
2024-01-03,40,9.16,98,175
2024-01-03,41,738.49,14,79
2024-01-03,42,673.93,60,214
2024-01-03,43,831.85,7,73
2024-01-03,44,382.21,40,751
2024-01-03,45,232.54,18,579
2024-01-03,46,838.51,74,134
2024-01-03,47,726.01,44,323
2024-01-03,48,977.73,63,692
2024-01-03,49,616.56,31,263
2024-01-03,50,0.16,58,975
2024-01-03,51,678.81,43,212
2024-01-03,52,115.89,48,803
2024-01-03,53,520.5,98,236
2024-01-03,54,689.73,76,649
2024-01-03,55,207.79,47,201
2024-01-03,56,126.53,50,755
2024-01-03,57,54.76,3,342
2024-01-03,58,550.92,83,871
2024-01-03,59,111.0,85,741
2024-01-03,60,813.28,53,242
2024-01-03,61,503.66,7,954
2024-01-03,62,309.39,8,833
2024-01-03,63,43.62,97,104
2024-01-03,64,386.21,18,854
2024-01-03,65,511.06,54,605
2024-01-03,66,356.09,0,853
2024-01-03,67,166.86,94,464
2024-01-03,68,33.47,37,827
2024-01-03,69,496.63,44,235
2024-01-03,70,72.9,21,371
2024-01-03,71,646.07,37,434
2024-01-03,72,348.3,57,757
2024-01-03,73,557.36,0,357
2024-01-03,74,131.84,34,831
2024-01-03,75,527.04,51,509
2024-01-03,76,801.66,54,111
2024-01-03,77,10.96,40,191
2024-01-03,78,755.86,85,129
2024-01-03,79,941.12,85,201
2024-01-03,80,359.74,42,425
2024-01-03,81,337.56,94,61
2024-01-03,82,589.38,92,224
2024-01-03,83,740.79,3,686
2024-01-03,84,246.52,12,838
2024-01-03,85,332.93,96,884
2024-01-03,86,675.9,8,545
2024-01-03,87,645.6,61,764
2024-01-03,88,745.56,56,465
2024-01-03,89,170.33,4,419
2024-01-03,90,496.56,26,1
2024-01-03,91,358.46,62,651
2024-01-03,92,229.9,69,97
2024-01-03,93,669.28,97,844
2024-01-03,94,815.09,6,707
2024-01-03,95,89.72,89,360
2024-01-03,96,758.33,30,843
2024-01-03,97,413.68,36,742
2024-01-03,98,172.29,68,625
2024-01-03,99,590.11,13,365
2024-01-03,100,61.29,43,400
2024-01-04,1,11.94,26,669
2024-01-04,2,142.89,89,354
2024-01-04,3,870.85,49,499
2024-01-04,4,958.71,53,365
2024-01-04,5,424.56,10,637
2024-01-04,6,934.03,50,557
2024-01-04,7,86.31,45,87
2024-01-04,8,509.36,86,827
2024-01-04,9,503.8,8,196
2024-01-04,10,564.84,82,679
2024-01-04,11,22.86,92,505
2024-01-04,12,486.37,60,724
2024-01-04,13,343.21,34,736
2024-01-04,14,993.02,75,717
2024-01-04,15,733.55,3,541
2024-01-04,16,955.02,7,597
2024-01-04,17,21.61,31,414
2024-01-04,18,889.13,58,737
2024-01-04,19,116.29,26,223
2024-01-04,20,427.43,63,425
2024-01-04,21,12.34,79,939
2024-01-04,22,459.95,34,208
2024-01-04,23,847.74,22,339
2024-01-04,24,314.97,93,377
2024-01-04,25,933.38,69,287
2024-01-04,26,771.28,71,189
2024-01-04,27,667.91,13,587
2024-01-04,28,48.28,91,496
2024-01-04,29,47.06,67,783
2024-01-04,30,983.16,91,220
2024-01-04,31,602.39,48,970
2024-01-04,32,886.31,59,114
2024-01-04,33,235.55,63,357
2024-01-04,34,700.39,81,504
2024-01-04,35,784.75,22,689
2024-01-04,36,179.78,58,544
2024-01-04,37,890.9,19,510
2024-01-04,38,750.41,82,771
2024-01-04,39,919.95,96,517
2024-01-04,40,881.6,6,308
2024-01-04,41,731.79,17,425
2024-01-04,42,806.25,48,811
2024-01-04,43,860.21,35,124
2024-01-04,44,510.22,3,344
2024-01-04,45,89.56,78,759
2024-01-04,46,990.94,27,955
2024-01-04,47,798.45,23,733
2024-01-04,48,38.72,57,143
2024-01-04,49,729.12,42,639
2024-01-04,50,942.57,32,880
2024-01-04,51,738.05,84,662
2024-01-04,52,896.61,5,109
2024-01-04,53,882.76,97,810
2024-01-04,54,673.39,27,924
2024-01-04,55,72.96,49,375
2024-01-04,56,675.45,77,750
2024-01-04,57,518.28,70,907
2024-01-04,58,488.67,75,188
2024-01-04,59,627.31,38,993
2024-01-04,60,134.92,70,472
2024-01-04,61,508.72,12,355
2024-01-04,62,229.17,56,589
2024-01-04,63,789.39,48,942
2024-01-04,64,180.13,65,549
2024-01-04,65,285.45,35,483
2024-01-04,66,292.41,90,911
2024-01-04,67,146.8,57,227
2024-01-04,68,3.68,32,933
2024-01-04,69,576.02,51,276
2024-01-04,70,328.25,23,103
2024-01-04,71,264.58,2,53
2024-01-04,72,66.18,82,344
2024-01-04,73,76.36,44,542
2024-01-04,74,836.22,4,632
2024-01-04,75,497.93,75,952
2024-01-04,76,889.54,11,956
2024-01-04,77,241.56,70,631
2024-01-04,78,660.82,58,399
2024-01-04,79,136.56,28,95
2024-01-04,80,416.69,6,452
2024-01-04,81,371.34,70,417
2024-01-04,82,57.71,30,900
2024-01-04,83,132.43,73,287
2024-01-04,84,357.67,1,455
2024-01-04,85,59.69,67,660
2024-01-04,86,734.51,43,823
2024-01-04,87,452.9,8,233
2024-01-04,88,150.64,75,43
2024-01-04,89,507.0,44,926
2024-01-04,90,510.89,71,166
2024-01-04,91,240.56,10,256
2024-01-04,92,980.33,74,859
2024-01-04,93,64.87,41,75
2024-01-04,94,846.1,98,299
2024-01-04,95,763.64,75,235
2024-01-04,96,389.01,87,825
2024-01-04,97,438.01,23,508
2024-01-04,98,605.81,51,208
2024-01-04,99,310.72,62,387
2024-01-04,100,93.39,0,445
2024-01-05,1,908.54,40,867
2024-01-05,2,887.43,96,840
2024-01-05,3,644.41,52,394
2024-01-05,4,403.15,74,477
2024-01-05,5,588.22,48,847
2024-01-05,6,348.66,44,797
2024-01-05,7,894.29,86,472
2024-01-05,8,855.33,33,892
2024-01-05,9,383.49,14,508
2024-01-05,10,630.96,5,201
2024-01-05,11,276.18,52,789
2024-01-05,12,850.6,27,236
2024-01-05,13,765.62,51,113
2024-01-05,14,785.09,88,486
2024-01-05,15,865.03,96,846
2024-01-05,16,374.07,4,160
2024-01-05,17,597.39,32,352
2024-01-05,18,766.09,88,606
2024-01-05,19,453.18,86,893
2024-01-05,20,691.18,74,434
2024-01-05,21,20.79,16,949
2024-01-05,22,347.79,38,227
2024-01-05,23,15.5,86,857
2024-01-05,24,491.21,86,873
2024-01-05,25,842.9,98,348
2024-01-05,26,973.12,73,293
2024-01-05,27,647.56,58,997
2024-01-05,28,65.96,77,908
2024-01-05,29,883.48,56,786
2024-01-05,30,452.78,88,339
2024-01-05,31,411.18,30,340
2024-01-05,32,568.11,12,971
2024-01-05,33,739.85,81,945
2024-01-05,34,122.14,71,145
2024-01-05,35,345.03,21,830
2024-01-05,36,179.43,91,159
2024-01-05,37,924.19,10,252
2024-01-05,38,275.11,73,952
2024-01-05,39,577.27,58,327
2024-01-05,40,306.12,15,33
2024-01-05,41,248.54,89,422
2024-01-05,42,882.55,84,920
2024-01-05,43,762.75,45,978
2024-01-05,44,625.45,7,673
2024-01-05,45,304.58,15,764
2024-01-05,46,640.49,35,183
2024-01-05,47,629.53,61,880
2024-01-05,48,785.9,44,507
2024-01-05,49,504.44,64,602
2024-01-05,50,933.63,81,336
2024-01-05,51,820.22,60,282
2024-01-05,52,769.42,18,435
2024-01-05,53,35.89,12,648
2024-01-05,54,547.04,10,888
2024-01-05,55,91.66,75,803
2024-01-05,56,844.82,34,16
2024-01-05,57,199.07,71,822
2024-01-05,58,414.05,30,297
2024-01-05,59,656.7,22,674
2024-01-05,60,624.36,42,871
2024-01-05,61,135.48,50,507
2024-01-05,62,25.88,39,415
2024-01-05,63,576.8,28,993
2024-01-05,64,182.75,80,583
2024-01-05,65,222.34,69,833
2024-01-05,66,630.52,70,563
2024-01-05,67,606.79,56,413
2024-01-05,68,403.55,38,983
2024-01-05,69,21.96,37,161
2024-01-05,70,596.25,72,297
2024-01-05,71,589.42,3,14
2024-01-05,72,527.38,1,480
2024-01-05,73,402.52,14,184
2024-01-05,74,686.18,10,353
2024-01-05,75,107.03,26,958
2024-01-05,76,699.64,15,33
2024-01-05,77,120.33,33,212
2024-01-05,78,163.26,81,680
2024-01-05,79,330.95,61,366
2024-01-05,80,198.95,75,917
2024-01-05,81,197.57,0,283
2024-01-05,82,590.58,78,852
2024-01-05,83,134.23,90,374
2024-01-05,84,956.49,95,301
2024-01-05,85,904.09,7,304
2024-01-05,86,601.63,68,383
2024-01-05,87,412.51,8,890
2024-01-05,88,905.84,4,829
2024-01-05,89,65.57,52,130
2024-01-05,90,536.79,95,705
2024-01-05,91,532.39,50,759
2024-01-05,92,81.12,10,604
2024-01-05,93,556.69,82,265
2024-01-05,94,669.2,28,172
2024-01-05,95,334.8,15,29
2024-01-05,96,331.86,50,942
2024-01-05,97,408.51,59,292
2024-01-05,98,683.46,63,151
2024-01-05,99,921.91,22,162
2024-01-05,100,182.22,81,345
2024-01-06,1,12.59,8,868
2024-01-06,2,759.27,32,196
2024-01-06,3,952.67,68,80
2024-01-06,4,965.22,23,9
2024-01-06,5,536.77,60,622
2024-01-06,6,713.77,7,44
2024-01-06,7,44.01,96,824
2024-01-06,8,911.92,92,438
2024-01-06,9,713.35,7,656
2024-01-06,10,466.25,71,178
2024-01-06,11,39.66,52,491
2024-01-06,12,946.39,93,46
2024-01-06,13,267.46,71,97
2024-01-06,14,389.87,69,149
2024-01-06,15,997.67,24,594
2024-01-06,16,157.93,21,445
2024-01-06,17,40.15,1,209
2024-01-06,18,339.94,73,167
2024-01-06,19,550.42,16,306
2024-01-06,20,361.93,50,293
2024-01-06,21,718.25,73,281
2024-01-06,22,753.64,64,504
2024-01-06,23,6.43,21,98
2024-01-06,24,513.87,41,32
2024-01-06,25,945.69,45,103
2024-01-06,26,167.27,3,661
2024-01-06,27,209.07,56,208
2024-01-06,28,414.79,54,841
2024-01-06,29,679.04,48,920
2024-01-06,30,194.16,61,373
2024-01-06,31,76.79,94,149
2024-01-06,32,402.54,5,728
2024-01-06,33,648.56,54,245
2024-01-06,34,845.85,33,595
2024-01-06,35,143.92,42,521
2024-01-06,36,655.9,29,552
2024-01-06,37,118.86,12,686
2024-01-06,38,869.25,5,71
2024-01-06,39,96.77,98,219
2024-01-06,40,40.82,69,518
2024-01-06,41,39.49,45,467
2024-01-06,42,266.04,40,80
2024-01-06,43,562.28,56,598
2024-01-06,44,748.68,33,380
2024-01-06,45,875.51,91,414
2024-01-06,46,502.15,16,481
2024-01-06,47,939.45,45,990
2024-01-06,48,53.24,85,871
2024-01-06,49,34.76,99,219
2024-01-06,50,247.49,32,331
2024-01-06,51,855.46,80,723
2024-01-06,52,703.64,27,900
2024-01-06,53,886.27,42,147
2024-01-06,54,917.94,70,716
2024-01-06,55,515.11,39,374
2024-01-06,56,976.6,54,639
2024-01-06,57,807.69,27,997
2024-01-06,58,422.91,30,575
2024-01-06,59,259.4,44,256
2024-01-06,60,313.06,63,257
2024-01-06,61,568.57,20,690
2024-01-06,62,127.53,28,247
2024-01-06,63,860.43,37,577
2024-01-06,64,211.53,12,677
2024-01-06,65,234.37,77,278
2024-01-06,66,520.99,66,283
2024-01-06,67,566.54,8,329
2024-01-06,68,314.98,29,708
2024-01-06,69,505.43,12,635
2024-01-06,70,49.68,63,273
2024-01-06,71,993.15,39,162
2024-01-06,72,651.54,1,90
2024-01-06,73,648.3,89,217
2024-01-06,74,912.26,50,998
2024-01-06,75,511.75,72,410
2024-01-06,76,692.02,37,734
2024-01-06,77,866.18,97,32
2024-01-06,78,601.33,26,182
2024-01-06,79,799.99,7,352
2024-01-06,80,173.27,92,102
2024-01-06,81,356.52,0,307
2024-01-06,82,838.67,79,75
2024-01-06,83,755.0,27,857
2024-01-06,84,982.61,94,730
2024-01-06,85,509.52,45,70
2024-01-06,86,346.38,20,494
2024-01-06,87,460.37,87,762
2024-01-06,88,361.64,75,823
2024-01-06,89,611.57,52,599
2024-01-06,90,848.4,60,232
2024-01-06,91,494.34,91,212
2024-01-06,92,161.01,63,841
2024-01-06,93,834.17,54,492
2024-01-06,94,556.67,41,776
2024-01-06,95,356.21,83,612
2024-01-06,96,52.89,36,467
2024-01-06,97,100.23,54,753
2024-01-06,98,390.9,88,540
2024-01-06,99,990.43,80,872
2024-01-06,100,177.35,53,873
2024-01-07,1,401.34,34,809
2024-01-07,2,925.69,11,473
2024-01-07,3,768.98,86,425
2024-01-07,4,338.51,8,113
2024-01-07,5,822.46,87,826
2024-01-07,6,728.72,97,797
2024-01-07,7,576.72,74,212
2024-01-07,8,252.58,80,301
2024-01-07,9,134.21,11,761
2024-01-07,10,230.96,43,705
2024-01-07,11,745.83,53,663
2024-01-07,12,602.41,23,165
2024-01-07,13,106.82,52,594
2024-01-07,14,341.65,92,967
2024-01-07,15,195.37,40,390
2024-01-07,16,12.81,36,174
2024-01-07,17,583.81,37,557
2024-01-07,18,682.41,26,648
2024-01-07,19,681.14,16,585
2024-01-07,20,44.95,8,235
2024-01-07,21,676.84,40,916
2024-01-07,22,431.28,84,183
2024-01-07,23,472.38,15,576
2024-01-07,24,934.82,51,437
2024-01-07,25,316.36,50,338
2024-01-07,26,685.68,72,490
2024-01-07,27,918.33,55,867
2024-01-07,28,877.0,27,131
2024-01-07,29,17.22,83,724
2024-01-07,30,198.23,19,510
2024-01-07,31,128.62,95,93
2024-01-07,32,341.17,54,237
2024-01-07,33,145.65,92,983
2024-01-07,34,498.13,81,947
2024-01-07,35,765.39,28,370
2024-01-07,36,824.53,18,733
2024-01-07,37,976.58,44,546
2024-01-07,38,948.83,97,136
2024-01-07,39,535.97,29,887
2024-01-07,40,164.16,91,449
2024-01-07,41,415.25,4,981
2024-01-07,42,944.69,42,540
2024-01-07,43,791.45,84,126
2024-01-07,44,880.37,57,22
2024-01-07,45,302.65,35,577
2024-01-07,46,749.95,26,476
2024-01-07,47,31.18,2,201
2024-01-07,48,75.52,13,486
2024-01-07,49,960.0,14,378
2024-01-07,50,688.34,9,756
2024-01-07,51,868.81,7,35
2024-01-07,52,285.58,11,393
2024-01-07,53,207.23,71,981
2024-01-07,54,777.05,14,580
2024-01-07,55,64.67,40,652
2024-01-07,56,326.67,53,397
2024-01-07,57,525.71,1,512
2024-01-07,58,545.09,95,9
2024-01-07,59,300.01,66,910
2024-01-07,60,427.63,3,388
2024-01-07,61,748.92,86,455
2024-01-07,62,696.98,92,770
2024-01-07,63,244.79,62,347
2024-01-07,64,755.87,73,89
2024-01-07,65,888.73,6,92
2024-01-07,66,25.39,17,374
2024-01-07,67,396.45,56,215
2024-01-07,68,979.52,63,183
2024-01-07,69,299.31,49,809
2024-01-07,70,931.09,88,400
2024-01-07,71,958.34,8,120
2024-01-07,72,884.78,45,100
2024-01-07,73,469.81,2,305
2024-01-07,74,150.88,24,82
2024-01-07,75,646.1,94,984
2024-01-07,76,832.99,25,897
2024-01-07,77,977.69,70,915
2024-01-07,78,452.09,70,358
2024-01-07,79,733.56,19,531
2024-01-07,80,78.04,30,219
2024-01-07,81,333.16,19,395
2024-01-07,82,794.72,31,109
2024-01-07,83,135.51,98,566
2024-01-07,84,275.58,28,294
2024-01-07,85,463.34,47,214
2024-01-07,86,837.52,78,898
2024-01-07,87,957.81,27,517
2024-01-07,88,752.27,7,721
2024-01-07,89,514.7,27,594
2024-01-07,90,530.82,78,49
2024-01-07,91,699.74,19,532
2024-01-07,92,982.21,52,2
2024-01-07,93,560.12,49,21
2024-01-07,94,58.16,61,649
2024-01-07,95,799.97,93,155
2024-01-07,96,270.17,28,734
2024-01-07,97,970.32,98,495
2024-01-07,98,271.97,96,588
2024-01-07,99,831.94,67,431
2024-01-07,100,688.45,48,778
2024-01-08,1,992.1,26,926
2024-01-08,2,413.12,43,316
2024-01-08,3,747.39,63,352
2024-01-08,4,903.15,6,562
2024-01-08,5,485.46,12,221
2024-01-08,6,835.58,93,854
2024-01-08,7,349.44,77,441
2024-01-08,8,962.86,67,749
2024-01-08,9,92.98,56,679
2024-01-08,10,233.53,27,439
2024-01-08,11,29.07,29,320
2024-01-08,12,402.5,33,324
2024-01-08,13,218.3,37,313
2024-01-08,14,288.8,80,328
2024-01-08,15,372.99,84,638
2024-01-08,16,820.19,74,967
2024-01-08,17,430.99,47,254
2024-01-08,18,32.77,55,456
2024-01-08,19,693.16,93,931
2024-01-08,20,575.69,24,517
2024-01-08,21,470.86,48,719
2024-01-08,22,84.79,49,359
2024-01-08,23,954.58,11,616
2024-01-08,24,545.79,75,438
2024-01-08,25,450.69,66,605
2024-01-08,26,815.58,93,512
2024-01-08,27,844.88,10,570
2024-01-08,28,296.43,78,810
2024-01-08,29,746.42,42,908
2024-01-08,30,900.01,32,778
2024-01-08,31,377.23,11,408
2024-01-08,32,564.88,48,479
2024-01-08,33,675.91,46,581
2024-01-08,34,949.15,78,410
2024-01-08,35,265.86,43,770
2024-01-08,36,631.27,0,337
2024-01-08,37,25.91,21,637
2024-01-08,38,981.54,73,350
2024-01-08,39,238.1,26,346
2024-01-08,40,898.32,61,337
2024-01-08,41,435.7,59,662
2024-01-08,42,34.84,93,775
2024-01-08,43,374.82,66,949
2024-01-08,44,468.14,18,848
2024-01-08,45,306.85,48,560
2024-01-08,46,39.1,58,643
2024-01-08,47,993.54,44,224
2024-01-08,48,696.29,77,927
2024-01-08,49,867.73,51,588
2024-01-08,50,225.78,12,57
2024-01-08,51,309.34,76,557
2024-01-08,52,738.79,2,10
2024-01-08,53,738.74,83,664
2024-01-08,54,864.33,35,940
2024-01-08,55,295.6,6,874
2024-01-08,56,360.36,41,477
2024-01-08,57,425.66,48,578
2024-01-08,58,292.21,64,192
2024-01-08,59,975.03,27,18
2024-01-08,60,274.38,97,489
2024-01-08,61,544.73,34,554
2024-01-08,62,229.07,17,968
2024-01-08,63,201.12,82,218
2024-01-08,64,702.84,33,616
2024-01-08,65,350.12,50,220
2024-01-08,66,646.43,17,839
2024-01-08,67,894.61,96,529
2024-01-08,68,20.3,98,504
2024-01-08,69,992.71,50,851
2024-01-08,70,723.29,46,80
2024-01-08,71,348.25,46,319
2024-01-08,72,357.53,25,802
2024-01-08,73,876.56,90,280
2024-01-08,74,241.94,5,362
2024-01-08,75,686.53,56,760
2024-01-08,76,863.24,89,810
2024-01-08,77,911.12,22,4
2024-01-08,78,630.9,57,21
2024-01-08,79,475.18,47,364
2024-01-08,80,290.37,46,23
2024-01-08,81,603.9,38,363
2024-01-08,82,324.05,58,423
2024-01-08,83,517.95,70,28
2024-01-08,84,267.6,34,582
2024-01-08,85,956.67,27,840
2024-01-08,86,378.13,98,724
2024-01-08,87,987.53,23,669
2024-01-08,88,852.71,92,429
2024-01-08,89,457.81,98,207
2024-01-08,90,966.66,24,298
2024-01-08,91,246.2,94,52
2024-01-08,92,350.84,0,490
2024-01-08,93,195.02,37,751
2024-01-08,94,289.55,27,983
2024-01-08,95,517.07,3,442
2024-01-08,96,844.49,3,275
2024-01-08,97,631.42,96,422
2024-01-08,98,47.26,20,636
2024-01-08,99,556.22,31,243
2024-01-08,100,699.91,28,303
2024-01-09,1,999.24,8,738
2024-01-09,2,683.37,59,54
2024-01-09,3,841.79,17,975
2024-01-09,4,318.54,62,352
2024-01-09,5,863.15,7,985
2024-01-09,6,163.9,12,332
2024-01-09,7,106.32,57,562
2024-01-09,8,493.54,90,226
2024-01-09,9,202.32,1,435
2024-01-09,10,774.03,25,220
2024-01-09,11,55.41,87,344
2024-01-09,12,125.59,36,899
2024-01-09,13,40.3,46,101
2024-01-09,14,831.32,30,920
2024-01-09,15,609.14,76,185
2024-01-09,16,467.09,78,158
2024-01-09,17,826.83,91,30
2024-01-09,18,530.15,44,203
2024-01-09,19,775.22,78,415
2024-01-09,20,974.22,69,941
2024-01-09,21,380.36,29,614
